"Method","Cov","Width","Time","Dataset","Trial","N","N_cal"
"RSA-CP (OT) (Ours)",0.9675,6.77763624196385,0.019999999999996,"Student-t",74,3000,30
"SPI",0.9905,10.6909673912272,0.0300000000000011,"Student-t",74,3000,30
"Synthetic-only",0.99,10.6730292050072,0,"Student-t",74,3000,30
"SCP",0.928,7.86153900863721,0,"LogNormal",75,3000,30
"RSA-CP (OT) (Ours)",0.9135,7.40960090488937,0,"LogNormal",75,3000,30
"SPI",0.9865,13.3488409173529,0.0499999999999972,"LogNormal",75,3000,30
"Synthetic-only",0.9855,13.2091615843869,0,"LogNormal",75,3000,30
"SCP",0.9675,6.81550530452271,0,"Student-t",75,3000,30
"RSA-CP (OT) (Ours)",0.9645,6.63371432360456,0,"Student-t",75,3000,30
"SPI",0.9915,10.8791136947433,0.0300000000000011,"Student-t",75,3000,30
"Synthetic-only",0.991,10.8656779203169,0,"Student-t",75,3000,30
"SCP",0.9975,20.0315453352722,0,"LogNormal",76,3000,30
"RSA-CP (OT) (Ours)",0.955,9.16484750558188,0,"LogNormal",76,3000,30
"SPI",0.9485,8.65119772621467,0.039999999999992,"LogNormal",76,3000,30
"Synthetic-only",0.941,8.26770033946165,0.0100000000000051,"LogNormal",76,3000,30
"SCP",0.9895,10.3041482122539,0,"Student-t",76,3000,30
"RSA-CP (OT) (Ours)",0.972,7.23313328163752,0,"Student-t",76,3000,30
"SPI",0.9945,12.4396440471473,0.0500000000000114,"Student-t",76,3000,30
"Synthetic-only",0.9945,12.4277064619117,0.0200000000000102,"Student-t",76,3000,30
"SCP",0.9715,10.7483065164761,0,"LogNormal",77,3000,30
"RSA-CP (OT) (Ours)",0.892,6.77507585114664,0.019999999999996,"LogNormal",77,3000,30
"SPI",0.989,13.926355123104,0.0300000000000011,"LogNormal",77,3000,30
"Synthetic-only",0.989,13.7754753707353,0,"LogNormal",77,3000,30
"SCP",0.992,11.6215147120684,0,"Student-t",77,3000,30
"RSA-CP (OT) (Ours)",0.981,7.96692261016183,0.0100000000000051,"Student-t",77,3000,30
"SPI",0.9915,11.1910837236484,0.0299999999999869,"Student-t",77,3000,30
"Synthetic-only",0.9915,11.1686790213615,0,"Student-t",77,3000,30
"SCP",0.9695,10.5014369948285,0,"LogNormal",78,3000,30
"RSA-CP (OT) (Ours)",0.9495,8.67870745345913,0,"LogNormal",78,3000,30
"SPI",0.9525,8.90250062238375,0.0300000000000011,"LogNormal",78,3000,30
"Synthetic-only",0.9505,8.83451694029272,0,"LogNormal",78,3000,30
"SCP",0.9975,14.5310055582003,0,"Student-t",78,3000,30
"RSA-CP (OT) (Ours)",0.9815,8.12050077106231,0.019999999999996,"Student-t",78,3000,30
"SPI",0.993,11.7771011031928,0.0300000000000011,"Student-t",78,3000,30
"Synthetic-only",0.993,11.7608117339944,0,"Student-t",78,3000,30
"SCP",0.953,9.05222366681762,0,"LogNormal",79,3000,30
"RSA-CP (OT) (Ours)",0.9525,8.89048516864399,0,"LogNormal",79,3000,30
"SPI",0.966,10.0805016369663,0.0500000000000114,"LogNormal",79,3000,30
"Synthetic-only",0.966,10.0703026737987,0,"LogNormal",79,3000,30
"SCP",0.954,6.03702475087657,0,"Student-t",79,3000,30
"RSA-CP (OT) (Ours)",0.9295,5.1551493658991,0,"Student-t",79,3000,30
"SPI",0.9905,10.7688565715829,0.0499999999999972,"Student-t",79,3000,30
"Synthetic-only",0.9905,10.7645510974211,0,"Student-t",79,3000,30
"SCP",0.9535,9.08779180293531,0,"LogNormal",80,3000,30
"RSA-CP (OT) (Ours)",0.945,8.49250756368311,0,"LogNormal",80,3000,30
"SPI",0.9845,13.0164897902153,0.039999999999992,"LogNormal",80,3000,30
"Synthetic-only",0.9815,12.2417508457691,0.0100000000000051,"LogNormal",80,3000,30
"SCP",0.997,13.2697895618117,0,"Student-t",80,3000,30
"RSA-CP (OT) (Ours)",0.963,6.53425850908804,0,"Student-t",80,3000,30
"SPI",0.9935,11.906255169478,0.0500000000000114,"Student-t",80,3000,30
"Synthetic-only",0.9935,11.8895760046916,0,"Student-t",80,3000,30
"SCP",0.9755,11.3363897163069,0,"LogNormal",81,3000,30
"RSA-CP (OT) (Ours)",0.929,7.90357429854866,0.019999999999996,"LogNormal",81,3000,30
"SPI",0.9525,8.98997572264165,0.0300000000000011,"LogNormal",81,3000,30
"Synthetic-only",0.9525,8.98218736159356,0,"LogNormal",81,3000,30
"SCP",0.8735,4.03540286956442,0,"Student-t",81,3000,30
"RSA-CP (OT) (Ours)",0.8675,3.93885177133283,0.00999999999999091,"Student-t",81,3000,30
"SPI",0.9945,12.5764132116096,0.0300000000000011,"Student-t",81,3000,30
"Synthetic-only",0.9945,12.4512546352416,0,"Student-t",81,3000,30
"SCP",0.9955,17.3693484407222,0,"LogNormal",82,3000,30
"RSA-CP (OT) (Ours)",0.9835,12.7353537073191,0.0200000000000102,"LogNormal",82,3000,30
"SPI",0.9875,13.6225819976743,0.0300000000000011,"LogNormal",82,3000,30
"Synthetic-only",0.9855,13.2002147438769,0,"LogNormal",82,3000,30
"SCP",0.987,9.29997129592596,0,"Student-t",82,3000,30
"RSA-CP (OT) (Ours)",0.9685,6.9276569013158,0.019999999999996,"Student-t",82,3000,30
"SPI",0.9945,12.268692343721,0.0300000000000011,"Student-t",82,3000,30
"Synthetic-only",0.9945,12.2492482429856,0,"Student-t",82,3000,30
"SCP",0.9905,14.8633992629084,0,"LogNormal",83,3000,30
"RSA-CP (OT) (Ours)",0.9845,12.874938761898,0,"LogNormal",83,3000,30
"SPI",0.983,12.539179065742,0.0400000000000063,"LogNormal",83,3000,30
"Synthetic-only",0.9795,12.0914300510039,0,"LogNormal",83,3000,30
"SCP",0.9545,6.06102719818959,0,"Student-t",83,3000,30
"RSA-CP (OT) (Ours)",0.886,4.2798156926481,0,"Student-t",83,3000,30
"SPI",0.9905,10.6918757561221,0.0300000000000011,"Student-t",83,3000,30
"Synthetic-only",0.99,10.6735566920953,0,"Student-t",83,3000,30
"SCP",0.9135,7.3991365858143,0,"LogNormal",84,3000,30
"RSA-CP (OT) (Ours)",0.866,6.16194049027895,0.00999999999999091,"LogNormal",84,3000,30
"SPI",0.9665,10.1397959138681,0.0300000000000011,"LogNormal",84,3000,30
"Synthetic-only",0.963,9.75259790179008,0,"LogNormal",84,3000,30
"SCP",0.9895,10.3847636610456,0,"Student-t",84,3000,30
"RSA-CP (OT) (Ours)",0.9415,5.53897846491281,0,"Student-t",84,3000,30
"SPI",0.9895,10.4894228267641,0.0500000000000114,"Student-t",84,3000,30
"Synthetic-only",0.9895,10.4469062572576,0.0200000000000102,"Student-t",84,3000,30
"SCP",0.9665,10.1315125693447,0,"LogNormal",85,3000,30
"RSA-CP (OT) (Ours)",0.966,10.0441256710723,0.019999999999996,"LogNormal",85,3000,30
"SPI",0.985,13.0817344211942,0.0300000000000011,"LogNormal",85,3000,30
"Synthetic-only",0.985,13.0690903861334,0,"LogNormal",85,3000,30
"SCP",0.9995,19.9288841202987,0,"Student-t",85,3000,30
"RSA-CP (OT) (Ours)",0.952,5.92757306628982,0.00999999999999091,"Student-t",85,3000,30
"SPI",0.994,12.0624470475757,0.0400000000000063,"Student-t",85,3000,30
"Synthetic-only",0.994,12.0422494468801,0,"Student-t",85,3000,30
"SCP",0.9935,16.6496743938012,0,"LogNormal",86,3000,30
"RSA-CP (OT) (Ours)",0.979,12.0216024068219,0,"LogNormal",86,3000,30
"SPI",0.9735,11.1078612688106,0.0300000000000011,"LogNormal",86,3000,30
"Synthetic-only",0.9505,8.79697238429985,0,"LogNormal",86,3000,30
"SCP",0.952,5.95155014181355,0,"Student-t",86,3000,30
"RSA-CP (OT) (Ours)",0.938,5.36562869155471,0,"Student-t",86,3000,30
"SPI",0.992,11.5717180007166,0.0300000000000011,"Student-t",86,3000,30
"Synthetic-only",0.992,11.4464341896282,0,"Student-t",86,3000,30
"SCP",0.9995,35.816501405884,0,"LogNormal",87,3000,30
"RSA-CP (OT) (Ours)",0.969,10.3663423412286,0,"LogNormal",87,3000,30
"SPI",0.975,11.2671124878881,0.0500000000000114,"LogNormal",87,3000,30
"Synthetic-only",0.9735,11.1295091710569,0,"LogNormal",87,3000,30
"SCP",0.9915,10.9039350368152,0,"Student-t",87,3000,30
"RSA-CP (OT) (Ours)",0.963,6.52007479787062,0,"Student-t",87,3000,30
"SPI",0.992,11.5524396345522,0.0499999999999972,"Student-t",87,3000,30
"Synthetic-only",0.9915,11.3624987578353,0,"Student-t",87,3000,30
"SCP",0.9995,31.8663543357929,0,"LogNormal",88,3000,30
"RSA-CP (OT) (Ours)",0.9775,11.7206524287612,0.00999999999999091,"LogNormal",88,3000,30
"SPI",0.971,10.7309718694603,0.0400000000000063,"LogNormal",88,3000,30
"Synthetic-only",0.969,10.4070079111678,0,"LogNormal",88,3000,30
"SCP",0.9875,9.78253571685441,0,"Student-t",88,3000,30
"RSA-CP (OT) (Ours)",0.949,5.76230847746998,0,"Student-t",88,3000,30
"SPI",0.993,11.7504629541249,0.0400000000000063,"Student-t",88,3000,30
"Synthetic-only",0.993,11.7501810112352,0.0100000000000051,"Student-t",88,3000,30
"SCP",0.963,9.67668616182056,0,"LogNormal",89,3000,30
"RSA-CP (OT) (Ours)",0.898,6.91562751123008,0.019999999999996,"LogNormal",89,3000,30
"SPI",0.992,16.2961500374743,0.0300000000000011,"LogNormal",89,3000,30
"Synthetic-only",0.9915,15.9682735386905,0,"LogNormal",89,3000,30
"SCP",0.9955,12.8552018404728,0,"Student-t",89,3000,30
"RSA-CP (OT) (Ours)",0.9735,7.34844647644479,0.00999999999999091,"Student-t",89,3000,30
"SPI",0.9945,12.2070503322151,0.0400000000000063,"Student-t",89,3000,30
"Synthetic-only",0.9945,12.1788623692126,0,"Student-t",89,3000,30
"SCP",0.963,9.80717596177649,0,"LogNormal",90,3000,30
"RSA-CP (OT) (Ours)",0.9185,7.57417726188968,0,"LogNormal",90,3000,30
"SPI",0.9525,8.98751936478841,0.0300000000000011,"LogNormal",90,3000,30
"Synthetic-only",0.9515,8.86648769012101,0.019999999999996,"LogNormal",90,3000,30
"SCP",0.9975,14.902243800943,0,"Student-t",90,3000,30
"RSA-CP (OT) (Ours)",0.9555,6.09873736202354,0,"Student-t",90,3000,30
"SPI",0.992,11.6122414381545,0.0300000000000011,"Student-t",90,3000,30
"Synthetic-only",0.992,11.5941622466744,0,"Student-t",90,3000,30
"SCP",0.9845,12.8601647970513,0,"LogNormal",91,3000,30
"RSA-CP (OT) (Ours)",0.976,11.4151159649954,0,"LogNormal",91,3000,30
"SPI",0.9795,12.0707770620204,0.0400000000000063,"LogNormal",91,3000,30
"Synthetic-only",0.976,11.4545807952434,0,"LogNormal",91,3000,30
"SCP",0.9435,5.5787397036461,0,"Student-t",91,3000,30
"RSA-CP (OT) (Ours)",0.8635,3.87369162578517,0,"Student-t",91,3000,30
"SPI",0.9915,11.1822893863509,0.0499999999999972,"Student-t",91,3000,30
"Synthetic-only",0.9915,11.1813340379432,0,"Student-t",91,3000,30
"SCP",0.9595,9.35429931457741,0,"LogNormal",92,3000,30
"RSA-CP (OT) (Ours)",0.935,8.11024197806298,0,"LogNormal",92,3000,30
"SPI",0.9425,8.379332222593,0.0499999999999972,"LogNormal",92,3000,30
"Synthetic-only",0.942,8.36763931068054,0.00999999999999091,"LogNormal",92,3000,30
"SCP",0.949,5.71450872023118,0,"Student-t",92,3000,30
"RSA-CP (OT) (Ours)",0.87,3.98256409135673,0.0100000000000051,"Student-t",92,3000,30
"SPI",0.9935,11.9112153144611,0.0300000000000011,"Student-t",92,3000,30
"Synthetic-only",0.9935,11.8666975140867,0,"Student-t",92,3000,30
"SCP",0.8245,5.54316651373004,0.019999999999996,"LogNormal",93,3000,30
"RSA-CP (OT) (Ours)",0.815,5.37025669204814,0,"LogNormal",93,3000,30
"SPI",0.979,11.9430794944352,0.0300000000000011,"LogNormal",93,3000,30
"Synthetic-only",0.977,11.6416234641091,0,"LogNormal",93,3000,30
"SCP",0.997,13.6079016067686,0,"Student-t",93,3000,30
"RSA-CP (OT) (Ours)",0.933,5.21353844686699,0.019999999999996,"Student-t",93,3000,30
"SPI",0.9895,10.5078112537249,0.0300000000000011,"Student-t",93,3000,30
"Synthetic-only",0.9895,10.4980355671474,0,"Student-t",93,3000,30
"SCP",0.9695,10.5852782272138,0,"LogNormal",94,3000,30
"RSA-CP (OT) (Ours)",0.898,6.91562751123008,0,"LogNormal",94,3000,30
"SPI",0.9565,9.20991774824045,0.0499999999999972,"LogNormal",94,3000,30
"Synthetic-only",0.9555,9.18925340016053,0.019999999999996,"LogNormal",94,3000,30
"SCP",0.9965,13.0303844563963,0,"Student-t",94,3000,30
"RSA-CP (OT) (Ours)",0.972,7.28878500780096,0,"Student-t",94,3000,30
"SPI",0.992,11.4326427548237,0.0499999999999972,"Student-t",94,3000,30
"Synthetic-only",0.9915,11.2837743890774,0.00999999999999091,"Student-t",94,3000,30
"SCP",0.9595,9.35513953722155,0,"LogNormal",95,3000,30
"RSA-CP (OT) (Ours)",0.954,9.09786414816562,0,"LogNormal",95,3000,30
"SPI",0.979,11.940889635409,0.0300000000000011,"LogNormal",95,3000,30
"Synthetic-only",0.976,11.5053619086581,0,"LogNormal",95,3000,30
"SCP",0.9995,19.7905895059886,0,"Student-t",95,3000,30
"RSA-CP (OT) (Ours)",0.9425,5.56167092478577,0.019999999999996,"Student-t",95,3000,30
"SPI",0.9945,12.4421757435161,0.0300000000000011,"Student-t",95,3000,30
"Synthetic-only",0.9945,12.4135727608195,0,"Student-t",95,3000,30
"SCP",0.9555,9.17870144494002,0,"LogNormal",96,3000,30
"RSA-CP (OT) (Ours)",0.939,8.2187880926888,0,"LogNormal",96,3000,30
"SPI",0.984,12.8030853985726,0.0400000000000063,"LogNormal",96,3000,30
"Synthetic-only",0.9835,12.7358204789666,0,"LogNormal",96,3000,30
"SCP",0.9945,12.2848825735342,0,"Student-t",96,3000,30
"RSA-CP (OT) (Ours)",0.9915,11.3715903922823,0,"Student-t",96,3000,30
"SPI",0.9915,10.9812714183122,0.0499999999999972,"Student-t",96,3000,30
"Synthetic-only",0.9915,10.9605514283368,0,"Student-t",96,3000,30
"SCP",0.9605,9.51512568401624,0,"LogNormal",97,3000,30
"RSA-CP (OT) (Ours)",0.9595,9.34685704658727,0.00999999999999091,"LogNormal",97,3000,30
"SPI",0.9825,12.5311191309971,0.0400000000000063,"LogNormal",97,3000,30
"Synthetic-only",0.9815,12.1640507252297,0,"LogNormal",97,3000,30
"SCP",0.9875,9.35941237457057,0,"Student-t",97,3000,30
"RSA-CP (OT) (Ours)",0.9335,5.24277422349392,0.0100000000000051,"Student-t",97,3000,30
"SPI",0.994,11.9584825220852,0.0300000000000011,"Student-t",97,3000,30
"Synthetic-only",0.994,11.9229362347345,0,"Student-t",97,3000,30
"SCP",0.9525,8.90960418868416,0,"LogNormal",98,3000,30
"RSA-CP (OT) (Ours)",0.941,8.2934511349433,0,"LogNormal",98,3000,30
"SPI",0.959,9.33252936946558,0.0499999999999972,"LogNormal",98,3000,30
"Synthetic-only",0.957,9.25672182723459,0.00999999999999091,"LogNormal",98,3000,30
"SCP",0.9815,8.08694960508507,0,"Student-t",98,3000,30
"RSA-CP (OT) (Ours)",0.978,7.74586999081583,0,"Student-t",98,3000,30
"SPI",0.9915,11.1418139791727,0.0400000000000063,"Student-t",98,3000,30
"Synthetic-only",0.9915,11.1076222026938,0,"Student-t",98,3000,30
"SCP",0.906,7.14001452818358,0,"LogNormal",99,3000,30
"RSA-CP (OT) (Ours)",0.899,6.92956643109056,0.019999999999996,"LogNormal",99,3000,30
"SPI",0.9755,11.3067221948324,0.0300000000000011,"LogNormal",99,3000,30
"Synthetic-only",0.9725,10.9204302923685,0,"LogNormal",99,3000,30
"SCP",0.956,6.11845237105519,0,"Student-t",99,3000,30
"RSA-CP (OT) (Ours)",0.9525,5.99174196970734,0.00999999999999091,"Student-t",99,3000,30
"SPI",0.9915,11.3186731662487,0.0400000000000063,"Student-t",99,3000,30
"Synthetic-only",0.9915,11.2318698405455,0,"Student-t",99,3000,30
"SCP",0.987,13.4610736406915,0,"LogNormal",100,3000,30
"RSA-CP (OT) (Ours)",0.9575,9.28733777395869,0,"LogNormal",100,3000,30
"SPI",0.966,10.078134856093,0.0300000000000011,"LogNormal",100,3000,30
"Synthetic-only",0.966,10.0732465592548,0,"LogNormal",100,3000,30
"SCP",0.997,13.2697895618117,0,"Student-t",100,3000,30
"RSA-CP (OT) (Ours)",0.9845,8.86934861445718,0,"Student-t",100,3000,30
"SPI",0.994,11.9994817431394,0.0300000000000011,"Student-t",100,3000,30
"Synthetic-only",0.994,11.9985948521118,0,"Student-t",100,3000,30
"SCP",0.978,11.8533973721078,0,"LogNormal",1,3000,40
"RSA-CP (OT) (Ours)",0.97,10.6997763124839,0.0600000000000023,"LogNormal",1,3000,40
"SPI",0.988,13.6814125202216,0.039999999999992,"LogNormal",1,3000,40
"Synthetic-only",0.9875,13.5634976577926,0,"LogNormal",1,3000,40
"SCP",0.976,7.53303355925742,0,"Student-t",1,3000,40
"RSA-CP (OT) (Ours)",0.9515,5.90756158017266,0.0200000000000102,"Student-t",1,3000,40
"SPI",0.9875,9.72020151013785,0.0499999999999972,"Student-t",1,3000,40
"Synthetic-only",0.992,11.4944439825099,0,"Student-t",1,3000,40
"SCP",0.9505,8.78481401745945,0,"LogNormal",2,3000,40
"RSA-CP (OT) (Ours)",0.9305,8.01222873914125,0,"LogNormal",2,3000,40
"SPI",0.9565,9.23032276623273,0.0499999999999972,"LogNormal",2,3000,40
"Synthetic-only",0.9565,9.22988808492615,0,"LogNormal",2,3000,40
"SCP",0.99,10.6679072473511,0,"Student-t",2,3000,40
"RSA-CP (OT) (Ours)",0.982,8.38492611379346,0,"Student-t",2,3000,40
"SPI",0.9915,11.1031750910316,0.0400000000000063,"Student-t",2,3000,40
"Synthetic-only",0.9915,11.0848360523678,0,"Student-t",2,3000,40
"SCP",0.99,14.7178791079945,0,"LogNormal",3,3000,40
"RSA-CP (OT) (Ours)",0.9755,11.3610349619249,0,"LogNormal",3,3000,40
"SPI",0.9555,9.19354430391272,0.0600000000000023,"LogNormal",3,3000,40
"Synthetic-only",0.9495,8.67626813655381,0.00999999999999091,"LogNormal",3,3000,40
"SCP",0.94,5.40651942190754,0,"Student-t",3,3000,40
"RSA-CP (OT) (Ours)",0.9225,4.8808987894764,0,"Student-t",3,3000,40
"SPI",0.9505,5.86411137031579,0.0499999999999972,"Student-t",3,3000,40
"Synthetic-only",0.99,10.5748213537284,0,"Student-t",3,3000,40
"SCP",0.912,7.37563974399931,0,"LogNormal",4,3000,40
"RSA-CP (OT) (Ours)",0.902,7.02444693694309,0,"LogNormal",4,3000,40
"SPI",0.9895,14.3353448287063,0.0699999999999932,"LogNormal",4,3000,40
"Synthetic-only",0.9895,14.2269420130503,0.019999999999996,"LogNormal",4,3000,40
"SCP",0.9875,9.64204271818577,0,"Student-t",4,3000,40
"RSA-CP (OT) (Ours)",0.987,9.26296074876817,0,"Student-t",4,3000,40
"SPI",0.9895,10.0930528511225,0.0400000000000063,"Student-t",4,3000,40
"Synthetic-only",0.9945,12.5063941888944,0,"Student-t",4,3000,40
"SCP",0.917,7.47742340904471,0,"LogNormal",5,3000,40
"RSA-CP (OT) (Ours)",0.911,7.3013645788362,0,"LogNormal",5,3000,40
"SPI",0.965,9.94783961657769,0.0600000000000023,"LogNormal",5,3000,40
"Synthetic-only",0.965,9.93677785758431,0.00999999999999091,"LogNormal",5,3000,40
"SCP",0.971,7.07069335528555,0,"Student-t",5,3000,40
"RSA-CP (OT) (Ours)",0.9405,5.48005316209459,0,"Student-t",5,3000,40
"SPI",0.99,10.675828899088,0.0499999999999972,"Student-t",5,3000,40
"Synthetic-only",0.994,12.0520460344039,0,"Student-t",5,3000,40
"SCP",0.9845,13.0458418856713,0,"LogNormal",6,3000,40
"RSA-CP (OT) (Ours)",0.9655,9.99146787738639,0,"LogNormal",6,3000,40
"SPI",0.945,8.48608372664871,0.0699999999999932,"LogNormal",6,3000,40
"Synthetic-only",0.945,8.48397850404029,0.019999999999996,"LogNormal",6,3000,40
"SCP",0.948,5.69954214950137,0,"Student-t",6,3000,40
"RSA-CP (OT) (Ours)",0.9125,4.67581900840596,0,"Student-t",6,3000,40
"SPI",0.9625,6.48843679585836,0.0400000000000063,"Student-t",6,3000,40
"Synthetic-only",0.9945,12.2081237790554,0,"Student-t",6,3000,40
"SCP",0.9525,8.98492282371259,0,"LogNormal",7,3000,40
"RSA-CP (OT) (Ours)",0.9415,8.30337765750712,0,"LogNormal",7,3000,40
"SPI",0.945,8.52045853836655,0.0600000000000023,"LogNormal",7,3000,40
"Synthetic-only",0.945,8.51344278158746,0,"LogNormal",7,3000,40
"SCP",0.9915,10.8985824371324,0,"Student-t",7,3000,40
"RSA-CP (OT) (Ours)",0.974,7.35642532621089,0.0600000000000023,"Student-t",7,3000,40
"SPI",0.9905,10.7074502377944,0.0499999999999972,"Student-t",7,3000,40
"Synthetic-only",0.9895,10.5000876791136,0,"Student-t",7,3000,40
"SCP",0.909,7.26027758992287,0,"LogNormal",8,3000,40
"RSA-CP (OT) (Ours)",0.893,6.79972556865753,0.019999999999996,"LogNormal",8,3000,40
"SPI",0.927,7.83153058568776,0.0400000000000063,"LogNormal",8,3000,40
"Synthetic-only",0.9815,12.3594133194036,0,"LogNormal",8,3000,40
"SCP",0.9875,9.44537224487723,0,"Student-t",8,3000,40
"RSA-CP (OT) (Ours)",0.976,7.53066664547455,0,"Student-t",8,3000,40
"SPI",0.9895,10.5294007942154,0.0499999999999972,"Student-t",8,3000,40
"Synthetic-only",0.9945,12.1443589410029,0.019999999999996,"Student-t",8,3000,40
"SCP",0.915,7.43860307667689,0,"LogNormal",9,3000,40
"RSA-CP (OT) (Ours)",0.8995,6.95434648452882,0,"LogNormal",9,3000,40
"SPI",0.947,8.56294131147815,0.0500000000000114,"LogNormal",9,3000,40
"Synthetic-only",0.976,11.4229297821984,0.0200000000000102,"LogNormal",9,3000,40
"SCP",0.941,5.5138633682943,0,"Student-t",9,3000,40
"RSA-CP (OT) (Ours)",0.9335,5.24277422349392,0,"Student-t",9,3000,40
"SPI",0.952,5.94793129599626,0.039999999999992,"Student-t",9,3000,40
"Synthetic-only",0.9915,10.951374255918,0,"Student-t",9,3000,40
"SCP",0.953,9.03352294203443,0,"LogNormal",10,3000,40
"RSA-CP (OT) (Ours)",0.9435,8.43100499594406,0,"LogNormal",10,3000,40
"SPI",0.9665,10.1452415171804,0.0499999999999972,"LogNormal",10,3000,40
"Synthetic-only",0.9665,10.1425899130363,0,"LogNormal",10,3000,40
"SCP",0.9545,6.05475586873986,0,"Student-t",10,3000,40
"RSA-CP (OT) (Ours)",0.9495,5.78771472373234,0,"Student-t",10,3000,40
"SPI",0.9895,10.4082012101657,0.0499999999999972,"Student-t",10,3000,40
"Synthetic-only",0.9915,11.2720279963845,0,"Student-t",10,3000,40
"SCP",0.99,14.4809984392462,0,"LogNormal",11,3000,40
"RSA-CP (OT) (Ours)",0.9655,10.0152859239266,0,"LogNormal",11,3000,40
"SPI",0.9505,8.82818071850547,0.0700000000000074,"LogNormal",11,3000,40
"Synthetic-only",0.9505,8.77960916421219,0,"LogNormal",11,3000,40
"SCP",0.9595,6.38727690266487,0,"Student-t",11,3000,40
"RSA-CP (OT) (Ours)",0.9355,5.31095864047395,0,"Student-t",11,3000,40
"SPI",0.9655,6.68862777420801,0.039999999999992,"Student-t",11,3000,40
"Synthetic-only",0.9895,10.2473665852255,0,"Student-t",11,3000,40
"SCP",0.929,7.88759370377358,0,"LogNormal",12,3000,40
"RSA-CP (OT) (Ours)",0.924,7.74834338735499,0,"LogNormal",12,3000,40
"SPI",0.9735,11.1302271767816,0.0499999999999972,"LogNormal",12,3000,40
"Synthetic-only",0.9735,11.0388774873947,0,"LogNormal",12,3000,40
"SCP",0.9545,6.07941823043558,0,"Student-t",12,3000,40
"RSA-CP (OT) (Ours)",0.95,5.82198190742595,0.0100000000000051,"Student-t",12,3000,40
"SPI",0.9775,7.7148739364125,0.0499999999999972,"Student-t",12,3000,40
"Synthetic-only",0.9915,11.2381015651571,0,"Student-t",12,3000,40
"SCP",0.928,7.88256961031601,0,"LogNormal",13,3000,40
"RSA-CP (OT) (Ours)",0.926,7.80490239185038,0.00999999999999091,"LogNormal",13,3000,40
"SPI",0.969,10.3534567651053,0.0500000000000114,"LogNormal",13,3000,40
"Synthetic-only",0.983,12.6532006532772,0,"LogNormal",13,3000,40
"SCP",0.9725,7.3111105016755,0,"Student-t",13,3000,40
"RSA-CP (OT) (Ours)",0.9695,7.03911250183663,0,"Student-t",13,3000,40
"SPI",0.982,8.4603595379682,0.0499999999999972,"Student-t",13,3000,40
"Synthetic-only",0.994,11.9419584643768,0,"Student-t",13,3000,40
"SCP",0.948,8.58605048579759,0,"LogNormal",14,3000,40
"RSA-CP (OT) (Ours)",0.9155,7.45022479656718,0,"LogNormal",14,3000,40
